id,type,subpanel,budget,duration,coinvestigators
2014/15/B/HS5/01174,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS5   - Normy i władza,Przyznana kwota: 89 380 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 1
2014/15/B/HS5/01570,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS5   - Normy i władza,Przyznana kwota: 112 840 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 1
2014/15/B/HS5/01866,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS5   - Normy i władza,Przyznana kwota: 268 048 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 10
2014/15/B/HS5/02689,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS5   - Normy i władza,Przyznana kwota: 314 080 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 9
2014/15/B/HS5/02698,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS5   - Normy i władza,Przyznana kwota: 140 318 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 12
2014/15/B/HS5/03183,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS5   - Normy i władza,Przyznana kwota: 131 820 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/HS5/03317,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS5   - Normy i władza,Przyznana kwota: 122 300 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2014/15/B/HS5/03321,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS5   - Normy i władza,Przyznana kwota: 194 100 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 1
2014/15/B/HS6/01847,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 258 600 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/HS6/01874,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 168 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/HS6/01943,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 434 314 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 2
2014/15/B/HS6/01949,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 356 654 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/HS6/02418,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 289 700 PLN,Czas trwania projektu: 26 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/HS6/03116,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 262 360 PLN,Czas trwania projektu: 28 miesięcy,Liczba wykonawców projektu: 2
2014/15/B/HS6/03129,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 175 260 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 16
2014/15/B/HS6/03534,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 264 750 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 8
2014/15/B/HS6/03580,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 137 189 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 2
2014/15/B/HS6/03738,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 67 980 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/HS6/03755,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 1 283 280 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/HS6/03792,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 1 092 496 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 11
2014/15/B/HS6/03834,Konkurs: OPUS 8  - ogłoszony 2014-09-15,HS6   - Człowiek i życie społeczne,Przyznana kwota: 485 788 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ1/00490,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ1   - Podstawowe procesy życiowe na poziomie molekularnym,Przyznana kwota: 1 200 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ1/00975,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ1   - Podstawowe procesy życiowe na poziomie molekularnym,Przyznana kwota: 1 671 356 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ1/01017,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ1   - Podstawowe procesy życiowe na poziomie molekularnym,Przyznana kwota: 837 590 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ1/01880,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ1   - Podstawowe procesy życiowe na poziomie molekularnym,Przyznana kwota: 1 476 600 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ1/03330,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ1   - Podstawowe procesy życiowe na poziomie molekularnym,Przyznana kwota: 1 013 270 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ1/03331,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ1   - Podstawowe procesy życiowe na poziomie molekularnym,Przyznana kwota: 1 498 904 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ1/03357,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ1   - Podstawowe procesy życiowe na poziomie molekularnym,Przyznana kwota: 900 820 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ1/03359,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ1   - Podstawowe procesy życiowe na poziomie molekularnym,Przyznana kwota: 1 274 310 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ1/03384,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ1   - Podstawowe procesy życiowe na poziomie molekularnym,Przyznana kwota: 1 075 900 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ2/00589,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ2   - Genetyka, genomika",Przyznana kwota: 813 884 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ2/01067,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ2   - Genetyka, genomika",Przyznana kwota: 980 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ2/02272,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ2   - Genetyka, genomika",Przyznana kwota: 1 367 393 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 11
2014/15/B/NZ3/00358,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 743 560 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ3/00372,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 797 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ3/00412,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 587 320 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ3/00421,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 677 320 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ3/00858,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 457 500 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ3/00863,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 300 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ3/01054,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 798 369 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2014/15/B/NZ3/02316,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 816 318 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ3/02394,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 941 611 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ3/04754,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 991 452 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ3/04852,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 1 105 024 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ3/04854,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 1 226 140 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ3/04865,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ3   - Biologia na poziomie komórki,Przyznana kwota: 1 057 050 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ4/00696,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 699 205 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ4/00744,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 1 173 500 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ4/00751,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 471 378 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ4/01100,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 378 800 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ4/01689,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 783 120 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ4/01875,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 650 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ4/04487,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 544 370 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ4/04490,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 913 192 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ4/05041,Konkurs: OPUS 8  - ogłoszony 2014-09-15,"NZ4   - Biologia na poziomie tkanek, narządów i organizmów",Przyznana kwota: 596 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ5/00144,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ5   - Choroby niezakaźne ludzi i zwierząt,Przyznana kwota: 1 155 180 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ5/01444,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ5   - Choroby niezakaźne ludzi i zwierząt,Przyznana kwota: 1 016 830 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ5/01467,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ5   - Choroby niezakaźne ludzi i zwierząt,Przyznana kwota: 634 940 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ5/01539,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ5   - Choroby niezakaźne ludzi i zwierząt,Przyznana kwota: 828 617 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ5/01579,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ5   - Choroby niezakaźne ludzi i zwierząt,Przyznana kwota: 949 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ5/01587,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ5   - Choroby niezakaźne ludzi i zwierząt,Przyznana kwota: 350 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ5/03503,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ5   - Choroby niezakaźne ludzi i zwierząt,Przyznana kwota: 641 540 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ5/03572,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ5   - Choroby niezakaźne ludzi i zwierząt,Przyznana kwota: 783 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ6/01565,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 685 435 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ6/01723,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 855 640 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ6/01771,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 177 255 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2014/15/B/NZ6/01856,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 405 886 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ6/02514,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 680 001 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ6/02519,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 1 398 900 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ6/02562,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt,Przyznana kwota: 679 640 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ7/00867,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 625 500 PLN,Czas trwania projektu: 25 miesięcy,Liczba wykonawców projektu: 17
2014/15/B/NZ7/00874,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 763 950 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ7/00885,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 595 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 9
2014/15/B/NZ7/00892,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 997 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ7/00893,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 410 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ7/00908,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 718 730 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ7/00925,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 286 690 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ7/00930,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 691 943 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2014/15/B/NZ7/00944,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 846 070 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 9
2014/15/B/NZ7/00947,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 1 398 040 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ7/00964,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 798 590 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 9
2014/15/B/NZ7/00966,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 1 474 082 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 14
2014/15/B/NZ7/00972,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 887 875 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ7/00976,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 591 760 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ7/00998,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 550 621 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 13
2014/15/B/NZ7/00999,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 1 308 064 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 15
2014/15/B/NZ7/01002,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 610 700 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ7/01011,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 998 446 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ7/01014,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 1 575 015 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ7/01018,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 499 480 PLN,Czas trwania projektu: 32 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ7/01019,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 752 160 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ7/01036,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ7   - Nauki o lekach i zdrowie publiczne,Przyznana kwota: 966 584 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 10
2014/15/B/NZ8/00210,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 273 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ8/00213,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 313 234 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ8/00222,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 230 900 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2014/15/B/NZ8/00236,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ8   - Podstawy wiedzy o życiu na poziomie środowiskowym,Przyznana kwota: 339 630 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 2
2014/15/B/NZ9/00425,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 443 300 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2014/15/B/NZ9/00470,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 955 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ9/00510,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 414 650 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ9/00560,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 439 220 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ9/01544,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 497 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2014/15/B/NZ9/01933,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 839 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ9/01986,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 563 470 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ9/01990,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 899 050 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 12
2014/15/B/NZ9/02134,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 653 410 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 7
2014/15/B/NZ9/02172,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 1 137 713 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 13
2014/15/B/NZ9/02192,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 462 100 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 8
2014/15/B/NZ9/04288,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 471 900 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ9/04302,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 843 450 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ9/04384,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 1 378 670 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ9/04404,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 415 647 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ9/04414,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 644 745 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 9
2014/15/B/NZ9/04461,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 681 590 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2014/15/B/NZ9/04527,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 320 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2014/15/B/NZ9/04727,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 611 750 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
2014/15/B/NZ9/04809,Konkurs: OPUS 8  - ogłoszony 2014-09-15,NZ9   - Podstawy stosowanych nauk o życiu,Przyznana kwota: 466 025 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 5
