id,type,subpanel,budget,duration,coinvestigators
2011/01/B/HS1/00522,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 37 560 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 1
2011/03/B/HS3/00769,Konkurs: OPUS 2  - ogłoszony 2011-09-15,"HS3   - Wiedza o przeszłości: historia, archeologia, etnologia, antropologia kulturowa, m.in.:",Przyznana kwota: 23 400 PLN,Czas trwania projektu: 10 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS1/00559,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 39 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/NZ7/04370,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"NZ7   - Zdrowie publiczne: epidemiologia, choroby cywilizacyjne i społeczne zagrożenia środowiskowe dla zdrowia ludzi i zwierząt, medyczna i weterynaryjna ochrona zdrowia publicznego, etyka, medycyna pracy, farmakoekonomika, m.in.:",Przyznana kwota: 94 900 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 5
2011/01/B/HS1/00771,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 58 908 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS2/01335,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 97 500 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 8
2011/01/B/HS1/00944,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 69 850 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/ST10/04440,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:",Przyznana kwota: 275 700 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 2
2011/01/B/HS1/00954,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 59 800 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 16
2011/01/B/ST8/04926,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:",Przyznana kwota: 173 100 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 4
2011/01/B/HS1/00996,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 58 750 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2011/03/B/HS4/05681,Konkurs: OPUS 2  - ogłoszony 2011-09-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 168 560 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 2
2011/01/B/HS1/01018,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 28 442 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS5/00524,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:",Przyznana kwota: 83 125 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 4
2011/01/B/HS1/01536,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 58 075 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS2/01144,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 20 000 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 4
2011/01/B/HS1/01728,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 196 050 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 10
2011/01/B/NZ9/00218,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"NZ9   - Stosowane nauki o życiu: rolnictwo, leśnictwo, ogrodnictwo, rybactwo, żywienie i żywność, biotechnologia środowiskowa, m.in.:",Przyznana kwota: 123 682 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 4
2011/01/B/HS1/01791,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 307 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 12
2011/01/B/ST10/06985,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:",Przyznana kwota: 150 800 PLN,Czas trwania projektu: 20 miesięcy,Liczba wykonawców projektu: 4
2011/01/B/HS1/01927,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 14 760 PLN,Czas trwania projektu: 14 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/NZ6/00277,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"NZ6   - Immunologia i choroby zakaźne ludzi i zwierząt: odporność, choroby immunologiczne, immunoterapia, choroby zakaźne i inwazyjne, m.in.:",Przyznana kwota: 159 410 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/HS1/03910,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 99 700 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS4/02328,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 89 850 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 4
2011/01/B/HS1/04004,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 28 956 PLN,Czas trwania projektu: 6 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS5/04619,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:",Przyznana kwota: 52 500 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS1/04014,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 183 908 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS4/00970,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 140 000 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 2
2011/01/B/HS1/04023,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 76 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/ST5/03870,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:",Przyznana kwota: 112 000 PLN,Czas trwania projektu: 20 miesięcy,Liczba wykonawców projektu: 2
2011/01/B/HS1/04029,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 72 540 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS4/01056,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 70 000 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 2
2011/01/B/HS1/04283,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 102 500 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS6/05853,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS6   - Człowiek i życie społeczne: psychologia, pedagogika, socjologia, m.in.:",Przyznana kwota: 18 250 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS1/04462,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 77 400 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2011/01/B/HS6/00412,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS6   - Człowiek i życie społeczne: psychologia, pedagogika, socjologia, m.in.:",Przyznana kwota: 170 200 PLN,Czas trwania projektu: 19 miesięcy,Liczba wykonawców projektu: 2
2011/01/B/HS1/04572,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 91 500 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2011/03/B/HS3/00535,Konkurs: OPUS 2  - ogłoszony 2011-09-15,"HS3   - Wiedza o przeszłości: historia, archeologia, etnologia, antropologia kulturowa, m.in.:",Przyznana kwota: 18 850 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS1/05416,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 66 300 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS5/02615,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:",Przyznana kwota: 99 274 PLN,Czas trwania projektu: 17 miesięcy,Liczba wykonawców projektu: 8
2011/01/B/HS2/00505,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 218 830 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 6
2011/01/B/HS4/04735,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 49 920 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 2
2011/01/B/HS2/00964,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 76 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2011/03/B/HS4/05092,Konkurs: OPUS 2  - ogłoszony 2011-09-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 78 000 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/HS2/01095,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 52 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS5/00731,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:",Przyznana kwota: 52 400 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS2/01120,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 76 800 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/HS2/06117,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 98 250 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 2
2011/01/B/HS2/01154,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 45 000 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2011/01/B/ST10/05384,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:",Przyznana kwota: 232 480 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 5
2011/01/B/HS2/01168,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 38 250 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 2
2011/01/B/ST3/00506,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"ST3   - Fizyka fazy skondensowanej: struktura, własności elektronowe, płyny, nano-nauka, m.in.:",Przyznana kwota: 175 800 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 5
2011/01/B/HS2/01190,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 39 371 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS2/01704,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 39 390 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/HS2/01198,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 134 431 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 11
2011/01/B/ST9/05437,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"ST9   - Astronomia i badania kosmiczne: astrofizyka, astrochemia, astrobiologia, Układ Słoneczny, układy planetarne, astronomia gwiazdowa, galaktyczna i pozagalaktyczna, badania kosmiczne, instrumenty, m.in.:",Przyznana kwota: 56 940 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 4
2011/01/B/HS2/01293,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 43 800 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS4/03397,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 143 400 PLN,Czas trwania projektu: 20 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/HS2/01298,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 205 609 PLN,Czas trwania projektu: 30 miesięcy,Liczba wykonawców projektu: 12
2011/01/B/HS4/05903,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 80 500 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/HS2/01320,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 59 570 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS4/04743,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 186 400 PLN,Czas trwania projektu: 18 miesięcy,Liczba wykonawców projektu: 4
2011/01/B/HS2/04723,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 40 200 PLN,Czas trwania projektu: 21 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/HS2/01616,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 33 500 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS5/05372,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:",Przyznana kwota: 64 500 PLN,Czas trwania projektu: 16 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS2/01651,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 65 000 PLN,Czas trwania projektu: 20 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS4/03233,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 120 220 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/HS6/04691,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS6   - Człowiek i życie społeczne: psychologia, pedagogika, socjologia, m.in.:",Przyznana kwota: 116 000 PLN,Czas trwania projektu: 12 miesięcy,Liczba wykonawców projektu: 5
2011/01/B/HS2/01789,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 109 200 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS4/02609,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 167 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 6
2011/01/B/HS2/01840,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 71 500 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/HS4/00508,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:",Przyznana kwota: 298 926 PLN,Czas trwania projektu: 20 miesięcy,Liczba wykonawców projektu: 6
2011/01/B/HS2/02082,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 60 280 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2011/03/B/HS5/03473,Konkurs: OPUS 2  - ogłoszony 2011-09-15,"HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:",Przyznana kwota: 77 050 PLN,Czas trwania projektu: 16 miesięcy,Liczba wykonawców projektu: 10
2011/01/B/HS2/02092,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 48 740 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2011/03/B/HS1/00930,Konkurs: OPUS 2  - ogłoszony 2011-09-15,"HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:",Przyznana kwota: 45 600 PLN,Czas trwania projektu: 15 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS2/02161,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 214 800 PLN,Czas trwania projektu: 16 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS5/00965,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:",Przyznana kwota: 48 460 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/HS2/02351,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 373 580 PLN,Czas trwania projektu: 28 miesięcy,Liczba wykonawców projektu: 3
2011/01/B/HS2/03201,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 85 050 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 4
2011/01/B/HS2/02425,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 95 601 PLN,Czas trwania projektu: 33 miesięcy,Liczba wykonawców projektu: 1
2011/01/B/ST4/00665,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"ST4   - Chemia analityczna i fizyczna: chemia analityczna, metody teoretyczne w chemii, chemia fizyczna/fizyka chemiczna, m.in.:",Przyznana kwota: 252 000 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 5
2011/01/B/HS2/02479,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 214 589 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 4
2011/01/B/NZ7/01497,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"NZ7   - Zdrowie publiczne: epidemiologia, choroby cywilizacyjne i społeczne zagrożenia środowiskowe dla zdrowia ludzi i zwierząt, medyczna i weterynaryjna ochrona zdrowia publicznego, etyka, medycyna pracy, farmakoekonomika, m.in.:",Przyznana kwota: 147 550 PLN,Czas trwania projektu: 24 miesięcy,Liczba wykonawców projektu: 6
2011/01/B/HS2/02586,Konkurs: OPUS 1  - ogłoszony 2011-03-15,"HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:",Przyznana kwota: 705 500 PLN,Czas trwania projektu: 36 miesięcy,Liczba wykonawców projektu: 3
